,M1_R1,M1_R2,M1_R3,M1_R4,M2a_R1,M2a_R2,M2a_R3,M2a_R4,M2c_R1,M2c_R2,M2c_R3,M2c_R4,Majority protein IDs,UniProt ID,Entry Name,M1_Group,M2a_Group_1,M2c_Group_2,M1vsM2a_log2FC,M1vsM2c_log2FC,M2avsM2c_log2FC,M1vsM2a_p,M1vsM2c_p,M2avsM2c_p,M1vsM2a_FDR,M1vsM2c_FDR,M2avsM2c_FDR
1043,-1.295700697,-1.737204913,-0.898489801,-0.530943448,-0.91570193,-1.639852667,-2.194060259,-2.003217684,-1.07661102,-1.789087998,-1.415658617,-2.137332267,sp|P32942|ICAM3_HUMAN,P32942,ICAM3,4,4,4,0.57262342,0.489087761,-0.083535659,0.164277052,0.208528933,0.810264462,0.323289843,0.359735243,0.928344545
1044,2.0947061,2.289318199,2.166467411,2.224737436,1.871294424,2.11482735,2.286661891,2.601566777,1.834549845,1.238329012,1.994167148,1.86522052,sp|P32969|RL9_HUMAN,P32969,RL9,4,4,4,-0.024780324,0.460740655,0.485520979,0.926554448,0.130507205,0.072176874,0.955139931,0.257582868,0.332813585
1045,-2.608221968,-0.238872104,-2.28617307,-1.446613032,-2.067266943,-2.039611514,-1.197220676,-0.950788418,-1.036601046,-1.442733645,-1.756657295,-2.126035499,sp|P32970|CD70_HUMAN,P32970,CD70,2,2,3,-0.081248156,-0.054463172,0.026784983,0.880985524,0.917158378,0.939281156,0.929394261,0.950041659,0.973768726
1046,1.367042012,2.095086522,3.142528923,3.009299848,0.067925199,0.090652881,0.1205161,0.282247845,0.958379795,1.022662956,0.828807428,1.150840013,sp|P33121|ACSL1_HUMAN,P33121,ACSL1,4,4,4,2.26315382,1.413316778,-0.849837042,0.000261478,0.006192191,0.000445109,0.004092963,0.03216422,0.021188422
1047,0.501105577,0.420551701,-0.409555896,-0.422862256,0.271927821,0.696134651,0.287718215,0.490232197,0.334635439,0.529987563,0.17394196,0.577621425,sp|P33176|KINH_HUMAN,P33176,KINH,4,4,4,-0.414193439,-0.381736815,0.032456624,0.219157441,0.264009087,0.85928938,0.388696163,0.424736842,0.947276862
1048,-1.803978539,-1.972156694,-1.149213336,-1.517711136,-1.877455185,-3.071359565,-2.295692608,-3.46985921,-3.301775244,-3.671148829,-3.58871078,-2.186014518,sp|P33240|CSTF2_HUMAN,P33240,CSTF2,4,1,1,1.067826716,1.576147417,0.508320701,0.022565148,0.002285329,0.284580707,0.084316009,0.01578015,0.577301785
1049,5.046150526,5.193422272,5.692179888,4.707261513,3.815732414,3.784222868,3.865470944,3.549048507,3.084833106,2.255219764,3.991986686,3.783948439,sp|P33241|LSP1_HUMAN,P33241,LSP1,4,4,4,1.406134867,1.880756551,0.474621684,0.000693347,0.001230305,0.228001274,0.007899604,0.010741986,0.528305394
1050,-3.957232323,-3.712836556,-2.977238728,-2.138207645,-0.865471136,-2.362533318,-1.328325564,-3.601663414,-3.148879805,-2.322713358,-3.368450529,-2.586386595,sp|P33316|DUT_HUMAN,P33316,DUT,0,2,1,-1.156880455,-0.339771241,0.817109214,0.094364856,0.461087271,0.18967958,0.222770295,0.612023784,0.490865199
1051,-0.627057991,-0.875794226,-0.129310913,0.075425335,-1.522900659,-1.121211264,-0.645059665,-0.482430634,-1.676963587,-1.400882634,-0.799480591,-0.833237728,sp|P33527|MRP1_HUMAN,P33527,MRP1,4,4,4,0.553716107,0.788456686,0.234740579,0.138865498,0.044039564,0.460690843,0.290347537,0.120900809,0.732342488
1052,-0.478539388,-0.338878333,1.134603537,1.023428504,-0.785643332,-0.765654732,-0.537125283,-0.891398511,-0.894724021,-1.388396556,-0.463895865,-0.887989544,sp|P33897|ABCD1_HUMAN,P33897,ABCD1,4,4,4,1.080109044,1.243905077,0.163796032,0.027282232,0.017947076,0.474801319,0.096054466,0.067060312,0.740611453
1053,-3.880704689,-2.739022188,-3.346567019,-2.965696974,-1.628608394,-4.124101461,-4.434719178,-3.22955028,-0.940390383,-0.515435759,-1.752707022,-0.652687004,sp|P34059|GALNS_HUMAN,P34059,GALNS,0,1,2,0.121247111,-2.267692675,-2.388939786,0.839498667,0.000137326,0.003751227,0.906825573,0.002498466,0.079972484
1054,0.171243362,-1.856664838,2.469906644,2.587451253,3.87245296,-0.734135376,3.437307759,3.829593337,2.662785446,-0.788930611,2.604216494,2.60450441,sp|P34810|CD68_HUMAN,P34810,CD68,3,3,3,-1.758320565,-0.927659829,0.830660735,0.187058204,0.411639542,0.508308721,0.351567001,0.567310959,0.764332672
1055,-2.862314722,-3.680079081,-3.759524923,-3.501232332,-2.481570433,-1.037942472,-3.24632695,-2.792261644,-1.912651552,-0.913314549,-2.021840673,-1.421113766,sp|P34896|GLYC_HUMAN,P34896,GLYC,0,4,4,-1.06126239,-1.88355763,-0.82229524,0.048636405,0.000326158,0.122817554,0.141087036,0.004309501,0.412207537
1056,0.570311025,0.864344574,2.075323176,1.833457298,0.834441613,1.03735053,0.767737002,0.858779434,0.341607636,0.178868878,0.945873632,0.628241265,sp|P34897|GLYM_HUMAN,P34897,GLYM,4,4,4,0.461281873,0.812211165,0.350929292,0.244408993,0.068040725,0.119925293,0.415722589,0.166544184,0.408219122
1057,-0.834407417,-0.189884876,1.043737649,1.102163358,-0.560914277,-1.079666784,-0.177780657,0.080112645,-2.593497909,-1.485792304,-0.469728946,-0.3241115,sp|P34910|EVI2B_HUMAN,P34910,EVI2B,4,4,4,0.714964447,1.498684843,0.783720396,0.171772619,0.032252019,0.164372179,0.333282998,0.098940774,0.465793463
1058,1.988830902,1.61709106,0.899410344,1.022578297,1.670443084,1.818646134,1.893458845,1.74848711,1.38734633,1.481541018,1.62680028,1.7786727,sp|P34932|HSP74_HUMAN,P34932,HSP74,4,4,4,-0.400781143,-0.186612431,0.214168711,0.224148082,0.575429145,0.211269297,0.394421358,0.707077892,0.514839275
1059,-1.852931615,-4.132368138,-3.570778366,-2.933007739,0.198882345,-0.53635033,-1.616834093,-1.085743923,-0.515610686,-0.692496514,-0.97023917,-0.621566133,sp|P34949|MPI_HUMAN,P34949,MPI,1,4,4,-2.362259964,-2.422293339,-0.060033374,0.001620923,0.000356134,0.873583772,0.014405903,0.00460891,0.952228233
1060,-1.164415358,-1.40977428,-0.787727137,-0.728274863,-3.301841398,-3.240837569,-4.224075148,-1.835957924,-2.764524378,-4.034689822,-3.867065077,-3.701813475,sp|P35221|CTNA1_HUMAN,P35221,CTNA1,2,1,0,2.128130101,2.569475279,0.441345178,0.001213104,2.68E-05,0.403753647,0.011688053,0.001002377,0.689963226
1061,1.820209628,1.89912013,2.616355865,2.339927925,1.767974796,1.804280253,1.69664977,1.725171308,1.384966136,1.053374785,1.65749192,1.74249175,sp|P35232|PHB_HUMAN,P35232,PHB,4,4,4,0.420384355,0.709322239,0.288937884,0.157567679,0.045008966,0.164470426,0.314863534,0.122864223,0.465793463
1062,1.310876715,1.141853712,0.130594304,0.330397994,1.936950599,2.217277661,1.803666304,1.965462735,1.933554041,1.874746111,2.037117694,2.143667461,sp|P35237|SPB6_HUMAN,P35237,SPB6,4,4,4,-1.252408643,-1.268840646,-0.016432002,0.003997464,0.003718723,0.921216907,0.026868835,0.022026176,0.968570069
1063,0.883113012,0.608914448,-0.205589363,-0.523784171,-0.412996154,-0.180030899,-0.001116311,0.072673444,-0.53576247,-0.472722281,-0.385448297,0.125125077,sp|P35241|RADI_HUMAN,P35241,RADI,4,4,4,0.321030961,0.507865474,0.186834513,0.393214329,0.204644417,0.392440631,0.571963077,0.355655173,0.679487391
1064,-1.424320695,-1.569924001,-2.196281749,-1.488122242,0.184974979,-1.10883277,-2.095779186,-2.293079382,-0.567936283,-0.872638384,-0.088132757,-0.625462299,sp|P35244|RFA3_HUMAN,P35244,RFA3,2,3,2,-0.341483082,-1.131119741,-0.789636659,0.529215612,0.004388257,0.165582532,0.690843069,0.024755182,0.465910363
1065,2.150545487,1.896901665,1.293489212,1.72189181,2.281811274,2.201529102,2.508536064,2.159069969,1.810831501,2.03802623,1.963009882,1.998716919,sp|P35268|RL22_HUMAN,P35268,RL22,4,4,4,-0.522029559,-0.18693909,0.335090469,0.090390859,0.526444573,0.062249763,0.216477074,0.66490924,0.312827733
1066,-2.887813806,-1.434251979,-0.876782837,-4.117571157,-2.870842668,-4.092045361,-2.86924011,-3.655800029,-3.591138366,-2.380110566,-3.249306838,-2.864749963,sp|P35269|T2FA_HUMAN,P35269,T2FA,2,1,0,1.042877097,0.692221488,-0.350655609,0.15025902,0.312226669,0.364112712,0.304816167,0.471695141,0.650201271
1067,0.476449991,0.106219264,0.272825449,-1.895946569,-2.464922364,-1.590438758,-0.683551482,-0.601174198,-2.455534568,-2.055715405,-1.398384167,-1.740976384,sp|P35270|SPRE_HUMAN,P35270,SPRE,4,4,4,1.074908734,1.652539665,0.577630931,0.105748141,0.010154484,0.224286629,0.240022724,0.044274571,0.525373358
1068,-1.040366769,-1.254438613,-1.129104604,0.206230162,-2.84746863,-3.414707083,-3.598357588,-4.061096399,-3.416853764,-3.347929538,-4.267835572,-3.587386955,sp|P35354|PGH2_HUMAN,P35354,PGH2,3,0,0,2.675987469,2.850581501,0.174594032,7.37E-05,2.93E-05,0.58715282,0.001771509,0.001072296,0.80915402
1069,-2.879381094,-3.780718506,-0.478959231,-3.888890766,-2.458474113,-2.391246063,-2.787400321,-2.058964857,-2.396335679,-1.813516234,-1.997278929,-2.109254492,sp|P35573|GDE_HUMAN,P35573,GDE,3,4,4,-0.332966061,-0.677891066,-0.344925005,0.6342561,0.334565056,0.140968923,0.769839518,0.493678798,0.438141692
1070,5.343664366,5.340261383,5.30330611,5.634916337,5.207548881,5.293754822,4.859675153,5.058777231,5.303138787,5.314171026,5.258761527,5.101823344,sp|P35579|MYH9_HUMAN,P35579,MYH9,4,4,4,0.300598027,0.161063378,-0.139534649,0.256705544,0.541983061,0.413941067,0.429697382,0.676991782,0.695573118
1071,1.18528357,1.030527297,0.464345935,0.555209427,0.628467283,0.865524827,1.094518561,1.006300551,0.590170253,0.92599661,1.006983051,0.922863743,sp|P35606|COPB2_HUMAN,P35606,COPB2,4,4,4,-0.089861248,-0.052661857,0.037199391,0.755608267,0.859425678,0.839565776,0.852512575,0.915824664,0.93691575
1072,0.252810349,1.007321273,2.154526633,2.078053351,-0.577573553,-0.951162136,-0.034980635,-0.132476872,-2.167627384,-3.60296979,-1.369887459,-1.685256325,sp|P35610|SOAT1_HUMAN,P35610,SOAT1,4,4,4,1.797226201,3.579613141,1.78238694,0.003134466,0.000101133,0.005294692,0.022739599,0.002182845,0.096598742
1073,0.722228292,1.381456018,2.473918855,2.322762998,0.900270337,1.224029022,1.525262374,1.441976152,1.04363583,1.154244036,1.586930929,1.442676486,sp|P35613|BASI_HUMAN,P35613,BASI,4,4,4,0.45220707,0.418219721,-0.033987349,0.301293013,0.337080223,0.874487867,0.478079097,0.49574012,0.952317562
1074,1.190876502,1.215690355,0.821817905,-0.091411387,-1.659122715,-1.107263284,0.156218168,-0.879018807,-3.343672301,-3.7816152,-4.309068538,-0.447685575,sp|P35637|FUS_HUMAN,P35637,FUS,4,4,1,1.656540003,3.754753748,2.098213744,0.004469758,0.00054778,0.031657066,0.028870651,0.006062213,0.230628587
1075,-1.381573349,-2.525732132,-2.055314458,-1.08833852,-3.855429204,-3.256885011,-3.069733056,-3.516584577,-3.948881159,-3.205387488,-2.463500771,-2.716576217,sp|P35658|NU214_HUMAN,P35658,NU214,2,0,1,1.661918347,1.320846794,-0.341071553,0.001286447,0.012374054,0.345424606,0.012114913,0.05149681,0.633364648
1076,1.311732558,1.532625803,1.140519569,1.15008337,0.581746089,0.81493536,0.921539579,0.875266422,0.838590095,0.720608678,0.930747158,1.229645169,sp|P35659|DEK_HUMAN,P35659,DEK,4,4,4,0.485368462,0.35384255,-0.131525912,0.080212647,0.217493797,0.473726623,0.198879514,0.369256566,0.740433224
1077,2.48467748,1.891549462,0.464619354,0.988116211,1.995336337,2.537739123,1.974269723,2.149751857,1.878593731,1.702565722,0.805030176,1.886941379,sp|P35754|GLRX1_HUMAN,P35754,GLRX1,4,4,4,-0.707033633,-0.111042125,0.595991508,0.138129166,0.818851694,0.06475108,0.28933023,0.890956977,0.315848022
1078,-1.474963055,-1.827124873,-0.772112888,-2.75491083,-1.480986828,-0.868283791,-1.696116966,-1.106344798,-1.040811103,-0.619831603,-1.339804552,-0.792275346,sp|P35813|PPM1A_HUMAN,P35813,PPM1A,3,4,4,-0.419344816,-0.759097261,-0.339752445,0.348008815,0.101570153,0.203663859,0.525795928,0.217070284,0.505418642
1079,0.034141542,0.077024909,1.105881447,0.479214228,-0.079646891,0.275582465,0.332783273,0.156553097,-0.073316218,-0.498550286,-0.090844113,0.358909926,sp|P35914|HMGCL_HUMAN,P35914,HMGCL,4,4,4,0.252747546,0.500015705,0.247268159,0.435739475,0.17232381,0.282236066,0.610808663,0.315337145,0.574894683
1080,0.652598348,0.630972584,0.110466658,0.473574146,0.669711166,0.811880068,0.64309127,0.981469012,0.915091409,1.093213332,0.847869647,0.897052787,sp|P35998|PRS7_HUMAN,P35998,PRS7,4,4,4,-0.309634945,-0.47140386,-0.161768914,0.258207659,0.107907883,0.330469395,0.431124568,0.227506023,0.617956824
1081,-1.48123488,-0.18658769,2.286971726,2.259897731,-2.868247213,-0.162876149,-0.846961588,-1.454335469,-1.060379459,-1.30799093,0.344509961,-0.503533431,sp|P36222|CH3L1_HUMAN,P36222,CH3L1,4,3,2,2.052866826,1.351610186,-0.70125664,0.046420866,0.129099847,0.271541638,0.137020324,0.255794086,0.565730168
1082,-2.813184196,-3.82679283,-3.952223668,-3.65664582,-3.036314605,-0.625358431,-2.386186197,-2.056099374,-1.548288758,-0.860285354,-3.581065548,-1.785749412,sp|P36404|ARL2_HUMAN,P36404,ARL2,1,3,2,-1.536221977,-1.61836436,-0.082142383,0.013164016,0.014741185,0.905301734,0.059563744,0.05834353,0.961762008
1083,-0.61914168,-0.252672337,-2.644910172,-0.1131004,0.201377728,-0.501033639,-0.485759596,-0.092294983,-3.362944249,-3.633633975,-3.358143696,-0.194118895,sp|P36405|ARL3_HUMAN,P36405,ARL3,2,4,1,-0.688028525,1.729754057,2.417782581,0.229583556,0.060885049,0.009557187,0.399500679,0.15471107,0.133389469
1084,-0.455639452,-0.991291199,-2.140412445,-0.973776432,0.33545372,-0.398452892,-0.582332255,-0.489483531,0.43199967,0.21325847,-0.700527158,-0.484242899,sp|P36507|MP2K2_HUMAN,P36507,MP2K2,4,4,4,-0.856576142,-1.005401903,-0.148825761,0.05865733,0.03964503,0.654941695,0.160457955,0.112622761,0.846067803
1085,1.597376077,2.056412955,2.919046667,2.321467358,1.570670181,1.586763429,2.134484255,2.087181195,1.077358938,0.771410484,1.651953057,1.720375861,sp|P36542|ATPG_HUMAN,P36542,ATPG,4,4,4,0.378800999,0.91830118,0.53950018,0.291531609,0.032783516,0.079757282,0.465994636,0.099495823,0.346879293
1086,2.560623414,2.648336579,3.041425399,2.66418611,2.466682818,2.726066062,2.061548972,2.677661026,2.533466184,2.090311713,2.266105826,2.793750926,sp|P36543|VATE1_HUMAN,P36543,VATE1,4,4,4,0.245653156,0.307734213,0.062081057,0.38925845,0.3056141,0.79162581,0.568350047,0.465954314,0.919834024
1087,-1.05901073,-0.592343354,0.174663087,-0.346918352,-1.307677873,-0.603361347,-0.875439005,-1.021782434,-1.168306925,-1.386279439,-0.871374521,-0.83596398,sp|P36551|HEM6_HUMAN,P36551,HEM6,4,4,4,0.496162828,0.609578879,0.113416052,0.162454886,0.096017659,0.610455057,0.321486747,0.209510763,0.822038498
1088,2.912155136,2.87297629,2.905339427,2.742648811,2.095800415,2.201833586,3.100818372,3.06501387,1.442147625,1.737055207,2.475395868,2.727951462,sp|P36578|RL4_HUMAN,P36578,RL4,4,4,4,0.242413355,0.762642375,0.52022902,0.460763074,0.049278563,0.196443452,0.635377651,0.131928358,0.496466178
1089,-2.595714278,-3.243034704,-2.643339131,-3.546889755,-1.746300297,-1.716754656,-2.102226729,-1.819496258,-0.719889742,-1.026057461,-2.261655646,-1.353375787,sp|P36639|8ODP_HUMAN,P36639,8ODP,1,4,3,-1.161049982,-1.666999808,-0.505949826,0.003522001,0.001917012,0.153774412,0.024450603,0.014191099,0.453621463
1090,0.606751074,1.026220363,2.684901201,2.63944377,0.545705121,0.487589654,0.393662772,0.594445888,0.347731716,0.116007216,0.89919889,0.58067114,sp|P36776|LONM_HUMAN,P36776,LONM,4,4,4,1.233978243,1.253426862,0.019448618,0.030270372,0.031751317,0.924480103,0.103025998,0.09798919,0.968570069
1091,-0.591899784,-1.220565828,-4.009342211,-2.580850507,-0.061085426,-0.641381215,-0.693072329,-0.573117546,-0.388351434,-1.070487537,-0.495655983,-0.353528972,sp|P36871|PGM1_HUMAN,P36871,PGM1,4,4,4,-1.608500453,-1.523658601,0.084841852,0.034510946,0.041471837,0.723246881,0.112818003,0.116503342,0.882049011
1092,-0.819021943,-0.743204192,-0.783337207,-0.001901702,-1.626470814,0.115129137,-0.954976218,-0.344202557,-3.115818974,-4.280489484,-3.472197551,-0.079367266,sp|P36873|PP1G_HUMAN,P36873,PP1G,3,3,1,0.115763852,2.150102058,2.034338206,0.78236602,0.018969315,0.043515675,0.870210912,0.069314793,0.264380866
1093,-2.970766147,-2.720845029,-1.501277306,-0.404797994,-2.116452756,-1.439736545,-2.818912507,-2.821415672,-2.089948769,-3.60968902,-2.948080231,-3.136473009,sp|P36915|GNL1_HUMAN,P36915,GNL1,2,3,0,0.399707751,1.046626139,0.646918387,0.509825128,0.09952424,0.153980474,0.674654348,0.214283538,0.45384406
1094,0.810493661,1.401058021,2.128318025,1.770874154,0.685802465,0.609739466,0.870243344,0.911350307,0.634371294,0.299659438,0.884952901,0.753112647,sp|P36957|ODO2_HUMAN,P36957,ODO2,4,4,4,0.75840207,0.884661895,0.126259826,0.042764125,0.027281573,0.507243988,0.129673067,0.088684253,0.76375636
1095,-0.931324187,-1.283391236,-1.155417782,-0.755712847,0.118423561,0.078898355,-1.147659887,-0.924573189,-0.668176632,-0.594409313,-1.234381715,-1.127737485,sp|P36969|GPX4_HUMAN,P36969,GPX4,3,4,4,-0.562733723,-0.125285227,0.437448496,0.150650241,0.674577048,0.233397626,0.304930804,0.785311639,0.532888798
1096,1.306847437,1.258438378,1.004974132,1.048704485,1.455380606,2.006518462,1.593575384,1.665434965,1.43391985,0.975372273,1.500774693,1.365090499,sp|P37108|SRP14_HUMAN,P37108,SRP14,4,4,4,-0.525486246,-0.164048221,0.361438026,0.067206634,0.554076362,0.099482507,0.176125983,0.689618681,0.381148525
1097,-1.269043633,-1.298183699,-1.156217232,-0.507079549,-1.900192546,-1.275303543,-1.645103249,-1.946888352,-0.679923296,-0.858922571,-1.398657088,-1.657473694,sp|P37198|NUP62_HUMAN,P37198,NUP62,3,4,2,0.634240894,0.091113134,-0.54312776,0.060825798,0.791206325,0.077623301,0.163979557,0.869251337,0.341877022
1098,0.5622785,0.647611051,-0.320553674,-0.232209026,1.226964762,1.693654207,1.030675918,1.714447354,1.198005285,1.25851049,1.285624111,1.61999527,sp|P37235|HPCL1_HUMAN,P37235,HPCL1,4,4,4,-1.252153847,-1.176252076,0.075901771,0.004111927,0.004613467,0.731309462,0.02747305,0.025706271,0.886512649
1099,3.573490145,2.704633174,1.64540869,0.006364266,2.435336456,2.445610318,3.127054596,2.632627963,2.478478714,1.557276733,2.049366919,2.638502173,sp|P37802|TAGL2_HUMAN,P37802,TAGL2,4,4,4,-0.677683265,-0.198432066,0.479251199,0.330818557,0.773476082,0.126111517,0.509346249,0.854907565,0.416971953
1100,4.789158871,4.652924502,3.81885349,3.694751398,4.879043778,5.212097603,5.038642894,5.259950233,5.099348716,5.234643138,4.915708423,5.110178744,sp|P37837|TALDO_HUMAN,P37837,TALDO,4,4,4,-0.858511562,-0.85104769,0.007463872,0.026137843,0.028229844,0.964605661,0.093157952,0.090958183,0.982899003
1101,0.633831761,1.051871186,1.660106627,0.859440964,1.114677587,1.13467493,0.984799617,1.407155442,0.867909411,0.644895224,0.7484193,1.042158405,sp|P38117|ETFB_HUMAN,P38117,ETFB,4,4,4,-0.109014259,0.225467049,0.334481308,0.721236167,0.478164944,0.083806674,0.829349994,0.625794805,0.356047184
1102,1.865968209,1.887085718,2.288401151,1.725030995,0.70776239,0.362182882,1.756521576,1.632569541,-0.847159727,-0.994408768,0.320605727,1.240849635,sp|P38159|RBMX_HUMAN,P38159,RBMX,4,4,4,0.826862421,2.011649801,1.184787381,0.04956612,0.00201987,0.062503226,0.142939639,0.014562341,0.31296644
1103,-0.23080658,0.002325412,1.791896026,1.466636162,1.79906176,1.919469511,2.678850109,2.037920209,0.93976123,0.123736083,1.339263506,0.623890764,sp|P38571|LICH_HUMAN,P38571,LICH,4,4,4,-1.351312642,0.00084986,1.352162502,0.020815544,0.998693578,0.002027787,0.080532182,0.999037857,0.054429482
1104,3.033067725,3.168249279,3.353001495,3.440297559,3.305442572,3.22313933,3.010516289,3.303342058,3.257945636,3.013199412,3.025037524,3.087330828,sp|P38606|VATA_HUMAN,P38606,VATA,4,4,4,0.038043952,0.152775664,0.114731712,0.880788251,0.568215783,0.477908733,0.929394261,0.701241052,0.742282609
1105,2.776428105,3.16093018,4.103052181,3.726804665,2.630821948,2.886575301,2.919072898,2.923841044,2.458196446,2.162385407,2.783193183,2.928402593,sp|P38646|GRP75_HUMAN,P38646,GRP75,4,4,4,0.601725985,0.858759376,0.25703339,0.101040614,0.038499227,0.248077672,0.232681334,0.110673805,0.544283831
1106,0.130943547,0.316400354,0.717732006,0.612881695,0.737726132,0.542346965,0.651188572,0.394532637,0.474908261,0.029321768,0.484161391,0.299431795,sp|P38919|IF4A3_HUMAN,P38919,IF4A3,4,4,4,-0.136959176,0.122533597,0.259492773,0.610152675,0.669791166,0.172352125,0.754639089,0.782887421,0.471593413
1107,2.174502797,2.112877021,0.997624004,1.36266933,2.093283354,2.124496204,2.671169566,2.055937418,1.768267204,1.883587733,2.047672915,2.345879271,sp|P39019|RS19_HUMAN,P39019,RS19,4,4,4,-0.574303347,-0.349433493,0.224869855,0.126767877,0.336053768,0.317700961,0.272261046,0.495034694,0.606600234
1108,2.619836755,2.842788736,2.537031674,2.801142323,2.180186251,2.51553839,2.972495408,2.858229941,1.893810769,1.871077357,2.53308048,2.63421152,sp|P39023|RL3_HUMAN,P39023,RL3,4,4,4,0.068587374,0.46715484,0.398567466,0.808927538,0.146849181,0.172137856,0.885919696,0.281778522,0.471378288
1109,-1.955297846,-1.055949294,-0.673447469,0.276899055,-0.386171322,-0.999629793,-1.462325982,-1.212033484,-3.427071364,-3.628033319,-2.867758442,-1.18485559,sp|P39210|MPV17_HUMAN,P39210,MPV17,3,2,1,0.163091257,1.92498079,1.761889533,0.735282178,0.010401965,0.009718149,0.839942659,0.045127126,0.135082272
1110,2.202966779,2.538374754,3.334607817,3.068508221,2.023049372,2.37707106,2.194837103,2.369161181,1.741125455,1.532998406,2.280535697,2.361711957,sp|P39656|OST48_HUMAN,P39656,OST48,4,4,4,0.545084714,0.807021514,0.2619368,0.113424905,0.044963131,0.286253243,0.251693196,0.122835597,0.578331408
1111,2.682715126,2.344490146,1.312525127,1.326700354,3.001703355,3.209071498,2.675734818,3.020389745,2.982501342,2.675357881,2.720781306,3.055992623,sp|P39687|AN32A_HUMAN,P39687,AN32A,4,4,4,-1.060117165,-0.9420506,0.118066566,0.01773887,0.030482327,0.535416552,0.072520675,0.095343013,0.777181503
1112,-1.88110312,-3.315403666,-4.178101424,-2.394882777,-1.824057935,-2.335440886,-1.593646898,-1.265617503,-2.009700618,-1.998277525,-1.074336563,-2.106541079,sp|P39748|FEN1_HUMAN,P39748,FEN1,0,2,3,-1.187681942,-1.145158801,0.042523141,0.038500771,0.045237265,0.894652227,0.120531694,0.123390499,0.957815148
1113,4.931744288,4.696225802,3.990426141,3.05375899,5.412830186,5.526600435,4.919791248,5.482903094,5.210987636,5.112665734,4.838876543,5.537637796,sp|P40121|CAPG_HUMAN,P40121,CAPG,4,4,4,-1.167492435,-1.007003122,0.160489313,0.020192925,0.038984668,0.481179523,0.079199113,0.111408367,0.744478559
1114,-0.230258358,-0.83955523,-2.233061733,-0.794872109,-0.507672096,-1.306836619,-0.772207998,-1.491086653,-0.972625025,-0.741418095,-2.031054435,-0.780230632,sp|P40222|TXLNA_HUMAN,P40222,TXLNA,3,3,2,-0.004986016,0.106895189,0.111881205,0.991311515,0.826260134,0.757325591,0.994746611,0.895308378,0.901269325
